,entry,title,subtitle,author,genre,mode,location,publisher,year,format,libretto,translation
4773,"TESEO IN CRETA. Dramma per Musica rappresentato nel feliciss. Giorno Natalizio della S. C. Catt. R. M. di Elisabetta Cristina Imperadrice, per comando dell'Augustissimo Carlo VI Imperadore l'anno 1715 — in Vienna d'Austria, per Gio. Pietro Van Ghelen. 1715 in 8. — Poesia del Dottor Pietro Pariati, di Reggio di Modona. — Musica di Francesco Conti.",Teseo In Creta,,Dottor Pietro Pariati,Dramma,,Vienna,comando dell'Augustissimo Carlo VI Imperadore l'anno 1715 — in Vienna d'Austria,1715,8,True,False
4774,"TESEO TRA LE RIVALI. Dramma rappresentato nel Teatro di Sant'Angiolo di Venezia l'anno 1685 — in Venezia, per Francesco Niccolini. 1685 in 12 — Poesia di Aurelio Aurelj, Veneziano. — Musica di Don Domenico Freschi, di Vicenza.",Teseo Tra Le Rivali,,Aurelio Aurelj,Unknown,,Venezia,Francesco Niccolini,1685,12,True,False
4775,"TESIDA. Tragedia, — in Padova, per Lorenzo Pasquati. 1576. in 8 — di Gio. Paolo Trapolini, di Palermo.",Tesida,,Gio. Paolo Trapolini,Unknown,,Padova,Lorenzo Pasquati,1576,8,False,False
4776,"TESORO. Commedia (in versi sdruccioli). — in Venezia, per Fabio e Agostino Zoppini. 1583 in 8 e 1586 in 12 — ed ivi, per Antonio Turrini. 1612 in 12 — di Luigi Grotto, Cieco di Adria.",Tesoro,,Luigi Grotto,Commedia,verse,Venezia,Fabio e Agostino Zoppini,1583,8,False,False
4777,"TESORO. Commedia (in prosa) ain Napoli, nella Regia Stampa di Egidio Longhi. 1640 in 12 — di Fabio Ametrano.",Tesoro,,Fabio Ametrano.,Commedia,prose,Napoli,,1640,12,False,False
4778,"TESSALONICA. Dramma per Musica recitato nel dì Natalizio della S. C. R. M. della Imperadrice Eleonora per comando della Serenissima Arciduchessa Maria Anna l'anno 1673. in Vienna d'Austria, per Matteo Cosmerovio, 1673 in 8 — Poesia del Conte Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Tessalonica,,Niccolò Minato,Dramma,,Vienna,comando della Serenissima Arciduchessa Maria Anna l'anno 1673,1673,8,True,False
4779,"TESTAMENTO DI GESÙ CRISTO ROGATO DA I QUATTRO EVANGELISTI, ridotto in compendio. — in Roma, per Guglielmo Facciotti. 1622 in 12 — di Scipione Rota, di Cagli.","Testamento Di Gesù Cristo Rogato Da I Quattro Evangelisti, Ridotto In Compendio",,Scipione Rota,Unknown,,compendio,Guglielmo Facciotti,1622,12,False,False
4780,"TESTUGINE. Commedia d'Invidia, e Gelosia. (in terzine, il Prologo in prosa, a l'argomento in ottava rima). in Roma, per Marc'Antonio Blado d'Asola l'ultimo giorno dell'anno 1535 in 8 — di Gioseffo Santa Fiore.",Testugine,,Gioseffo Santa Fiore.,"Commedia d'Invidia,",prose,Roma,Marc'Antonio Blado d'Asola l'ultimo giorno dell'anno 1535 in 8 — di Gioseffo Santa Fiore,1535,8,False,False
4781,"TETI. Favola Drammatica rappresentata in Musica nel gran Teatro Ducale di Mantova per la venuta degli Arciduchi di Austria, — in Mantova, per gli Osanna, 1652 in 4 — di Diamante Gabrieli, di Ascoli.",Teti,,Diamante Gabrieli,Unknown,,Mantova,Osanna,1652,4,False,False
4782,"TETI, E FLORA. Prologo della Gran Pastorale recitato in Parma nel maraviglioso Teatro fabbricato questo anno dal Serenissimo Sig. Duca per onorar l'arrivo della Sereniss. Principessa Margherita di Toscana sua Moglie, dedicato al Sereniss. Principe D. Lorenzo di Toscana. — in Parma, per Seth ed Erasmo Viotti, 1628 in 4 — di Claudio Achillini, Bolognese.","Teti, E Flora",,Claudio Achillini,Prologo della,,Parma,onorar l'arrivo della Sereniss,1628,4,False,False
4783,"TEUZZONE. Dramma recitato nel Regio Ducal Teatro di Milano l'anno 1706 — in Milano, per Marc'Antonio Pandolfo Malatesta — 1706 in 12 — Poesia di Apostolo Zeno, Veneziano. — Musica del primo Atto di Paolo Magni, Maestro di Cappella della Regia Corte, e del secondo e terzo di Clemente Monari, Maestro di Cappella della Cattedrale di Reggio. — Replicato nel Teatro di S. Cassiano di Venezia l'anno 1707 in Venezia, per Marino Rossetti 1707 in 12 — Musica di Antonio Lotti, Veneziano, E nell'anno 1711 nel Teatro Formagliari di Bologna. — Musica del detto Lotti — e poi l'anno 1719 nell'Arciducale Teatro di Mantova. in Mantova, nella Stamperia di San Benedetto, per Alberto Pazzoni. 1719 in 12.",Teuzzone,,Apostolo Zeno,Unknown,,Milano,Marc'Antonio Pandolfo Malatesta — 1706 in 12 — Poesia di Apostolo Zeno,1706,12,True,False
4784,"TIBERIO IMPERADORE D'ORIENTE. Dramma recitato nel Teatro di Sant'Angiolo di Venezia l'anno 1702. in Venezia, per Marino Rossetti. 1702 in 12 — Poesia di D. Gio. Domenico Pallavicino, Bresciano. — Musica di Francesco Gasparini, Romano.",Tiberio Imperadore D'Oriente,,Gio. Domenico Pallavicino,Dramma,,Venezia,Marino Rossetti,1702,12,True,False
4785,"TIESTE. Tragedia di Seneca tradotta — (in versi sciolti). — in Venezia per il Giolito. 1543 in 8 e 1560 in 12, con altro cinque dello stesso Autore. ivi, per Giambatista e Marchiò Sessa. 1560 in 12 — ed ivi, per Domenico Farri. 1566 in 8, con altre cinque, — di Lodovico Dolce, Veneziano.",Tieste,,Lodovico Dolce,Tragedia,verse,Venezia,Giolito,1543,8,False,True
4786,"TIESTE. Tragedia di Seneca tradotta (in versi sciolti) in cinque Atti)in Venezia, per Marco Ginnami, 1622 in 8 — di Ettore Nini, Sanese, Accademico Filomato.",Tieste,,Ettore Nini,Tragedia,verse,Venezia,Marco Ginnami,1622,8,False,True
4787,"TIETEBERGA. Drachman recitato mel Teatro di San Mose l'Anno 1717 in Venezia, per Marino Rossetti. 1717 in 12 — Poesia di Antonio Maria Luchini, Veneziano. — Musica di D. Antonio Vivaldi, Veneziano.",Tieteberga,,Antonio Maria Luchini,Drachman recitato,,Venezia,Marino Rossetti,1717,12,True,False
4788,"TIFERNO CONVERTITO, ovvero, il San Crescenzio. Tragedia Sacra (in prosa) rappresentata in Urbino nel Teatro de' Signori Pasqualini l'anno 1697 ora consacrata dall'Autore all'Illustriss. ed Eccell. Principe Sig. D. Annibale Albano, Nipote della Santità—Regnante di Clem. XI. P. O. M. in data di Urbino di Agosto 1701 — in Bologna, per il Longhi, 1701 in 12 — di Luca Antonio Casar di Urbino.","Tiferno Convertito,",", Il San Crescenzio",Luca Antonio Casar di Urbino.,Tragedia Sacra,prose,Urbino,Longhi,1701,12,False,False
4789,"TICRANE. Dramma recitato l'anno 1741 in Venezia, nel Teatro di San Gian Grisostomo. in Venezia, per Marino Rossetti. 1741 in 12 — Poesia d'Incerto, — Musica di.. Arena.",Ticrane,,,Dramma,,Venezia,Marino Rossetti,1741,12,True,False
4790,"TIGRANE, RE DI ARMENIA. Dramma recitato nel Teatro di San Cassiano di Venezia l'anno 1697 — in Venezia, per il Niccolini, 1697 — Poesia di Giolio Cesare Corradi, Parmigiano. — Musica di Tommaso Albinoni, Veneziano.","Tigrane, Re Di Armenia",,Giolio Cesare Corradi,Unknown,,Venezia,Francesco Niccolini,1697,,True,False
4791,"TIGRANE RE DI ARMENIA. Dramma rappresentato nel feliciss. Giorno Natalizio della, S. C. R. M. di Giuseppe. I. Imperadore de' Romani sempre Augusto, per comando della S.C. R. M. della Imperadrice Amalia Wilelmina l'anno 1710. — in Vienna d'Austria, per gli Eredi Cosmerovian1. 1710 in 8 — Poesia di Pier'Antonio Bernardoni, Bolognese, — Musica 8 di Antonio Bononcini, Bolognese.",Tigrane Re Di Armenia,,Pier'Antonio Bernardoni,Dramma,,Vienna,Eredi Cosmerovian1,1710,8,False,False
4792,"TIGURINA. Favola Silvestre. — in Napoli, per Gio. Domenico Roncagliolo. 1621. in 12 — di Orazio Comite, di Benevento.",Tigurina,,Orazio Comite,Favola Silvestre,,Napoli,Domenico Roncagliolo,1621,12,False,False
4793,"TAMOCRATE. Dramma rappresentato nel Teatro di Sant'Angiolo di Venezia l'anno 1723. in Venezia, per Francesco Storti. 1723. in 12 — Poesia di Domenico Lalli, Napoletano. — Musica di Lionardo Leo, Napoletano.",Tamocrate,,Domenico Lalli,Dramma,,Venezia,Francesco Storti,1723,12,True,False
4794,"TIMONE. Commedia, tradotta, in lingua Italiana (in terzine). Dialogo di Luciano a compiacenza di Ercole Estense Duca di Ferrara. in Scandiano, per Peregrino di Pasquali, e Gasparo Crivello da Scandiano, &c. 1500 adi 12 Febbr. in 4 — di Matteo Maria Bojardo, Conte di Scandiano.",Timone,,Matteo Maria Bojardo,"Commedia, tradotta,",,Scandiano,Peregrino di Pasquali,1500,4,False,True
4795,"TIMONE MISANTROPO. Dramma per Musica all'Augustissime Maestà Cesaree. nel Carnevale dell'anno 1696 in Vienna, per Susanna Cristina Vedova di Matteo Cosmerovio 1696 in 8 — d'Incerto Autore.",Timone Misantropo,,Unknown,Dramma,,Vienna,Susanna Cristina Vedova di Matteo Cosmerovio 1696 in 8 — d'Incerto Autore,1696,8,False,False
4796,"TIRANFALLO. Commedia nuova Carnevalesca (in terza rima) — in Siena senza Stampatore 1546 1548 e 1577 in 8 — del Fumoso, della Congrega de' Rozzi di Siena, cioè, Silvestro Cartajo, Sanese.",Tiranfallo,,,Commedia nuova,,Siena,Unknown,1577,8,False,False
4797,"TIRANNIA LA TOMBA, dalla. Opera Tragica (in prosa), in Venezia per Leonardo Pittoni. 1698 in 12 ed ivi, per Domenico Lovisa. 1729 in 12 — di Antonio Dattomo.","Tirannia La Tomba, Dalla",,Antonio Dattomo.,Opera Tragica,prose,Venezia,Leonardo Pittoni,1698,12,False,False
4798,"TIRANNIDE ABBATTUTA DALLA VIRTÙ. Festa Musicale nel giorno del gloriosissimo Nome della S. C. R. M. Imperadrice Eleonora l'anno 1697 — in Vienna d'Austria per Susanna Cristina, Vedova di Matteo Cosmerovio. 1697 in 4 — de Co. Niccolò Minato, Bergamasco. — Musica di Antonio Draghi, Ferrarese.",Tirannide Abbattuta Dalla Virtù,,,Festa Musicale,,Vienna,Susanna Cristina,1697,4,True,False
4799,"TIRANNIDE DELL'INTERESSE. Tragedia Politico—Morale (in cinque Atti) rappresentata in Lucca nel Teatro de Borghi in Lucca, per Francesco Marescandoli 1653. in 12 — ed in Venezia, per Niccolò Pezzana. 1658 1662 e 1688 — di Francesco Sbarra, Lucchese.",Tirannide Dell'Interesse,,Francesco Sbarra,Tragedia Politico—Morale,,Lucca,Francesco Marescandoli 1653,1653,12,False,False
4800,"TRANNIDE PUNITA. Dramma rappresentato l'anno 1698 in Rovigo nel Teatro Manfredini — in Padova, nella Stamperia del Seminario. 1698 in 12 — di Giovanni Manetti.",Trannide Punita,,Giovanni Manetti.,Unknown,,Rovigo,Seminario,1698,12,False,False
4801,"TIRANNO DI COLCO. Dramma recitato nella Villa di Pratolino — in Firenze, per Vincenzo, Vangelisti. 1698 in 12 — con altre Poesie dell'Autore, T.II. c. 1 — del Dott. Gian Andrea Moniglia, Fiorentino.",Tiranno Di Colco,,,Unknown,,Firenze,Vincenzo,1698,12,False,False
4802,"TIRANNO DELUSO. Dramma rappresentato in Vicenza nel Teatro Piazza l'anno 1691. — in Vicenza, per Giovanni Berno, 1691 in 12 — Poesia d'Incerto. — Musica di Don Teofilo Orgiani, Veneziano.",Tiranno Deluso,,Unknown,Dramma,,Vicenza,Giovanni Berno,1691,12,True,False
4803,"TIRANNO EROE. Dramma recita nel Teatro di S. Cassiano di Venezia l'anno 1710 — in Venezia, per Marino Rossetti. 1710 in 8 — Poesia di Vincenzo Cassani, Veneziano. — Musica di Tommaso Albinoni, Veneziano.",Tiranno Eroe,,Vincenzo Cassani,Dramma recita,,Venezia,Marino Rossetti,1710,8,True,False
4804,"TIRANNO FULMINATO, E LA PIETÀ TRIONFANTE. Opera tragica (in prosa) — in Bologna, per gli Eredi del Pisarri, senz'anno. in 12 — di D. Pompeo Cadonici, Sacerdote Parmigiano.","Tiranno Fulminato, E La Pietà Trionfante",,Pompeo Cadonici,Opera tragica,prose,Bologna,Eredi del Pisarri,Unknown,12,False,False
4805,"TIRANNO PUNTTO. Tragedia di lieto, e sacro fine. — in Venezia, per gli Eredi di Giovanni Salis. 1647 in 8 — di Giovanni Mocenigo, Veneziano.",Tiranno Puntto,,Giovanni Mocenigo,Tragedia,,Venezia,Eredi di Giovanni Salis,1647,8,False,False
4806,"TIRANNO UMILIATO DALL'AMORE, ovvero, Meraspe. Dramma rappresentato nel Teatro de' S. Gio. e Paolo di Venezia l'anno 1667 — in Venezia, per Bortolo Bruni, in 12 — Poesia di Giovanni Faustini, Veneziano, che impedito dalla morte non potè ridurlo a fine, come altri fecero dopo di lui. — Musica di Carlo Pallavicino, Bresciano.","Tiranno Umiliato Dall'Amore,",", Meraspe",Giovanni Faustini,Dramma,,Venezia,Bortolo Bruni,1667,12,True,False
4807,"TIRENA. Favola Pastorale, — in Venezia, per Fabio e Agostino Fratelli Zoppini. 1584 in 8 — ed ivi, per Marc'Antonio Bonibelli. 1597 in 12 — di Pietro Cresci, d'Ancona.",Tirena,,Pietro Cresci,Unknown,,Venezia,Fabio e Agostino Fratelli Zoppini,1584,8,False,False
4808,"TIRIA. Tragedia Spirituale. — in Orvieto, per Rosato Tintinasso. 1583 e 1586 in 8 — di Alessandro Donzellini, di Volsena.",Tiria,,Alessandro Donzellini,Tragedia Spirituale,,Orvieto,Rosato Tintinasso,1586,8,False,False
4809,"TIRIDATE. Dramma recitato nel Teatro di San Salvatore di Venezia l'anno 1668 — in Venezia, per Francesco Niccolini, 1668 in 12 — Poesia del Marchese Ippolito Bentivoglio, di Ferrara. — Musica di Gio. Legrenzi, Veneziano. — Fu prima rappresentato altrove.",Tiridate,,Marchese Ippolito Bentivoglio,Unknown,,Venezia,Francesco Niccolini,1668,12,True,False
4810,"TIRIDATE. Tragedia tradotta dal Francese, — in Bologna, per Costantino Pisarri. 1723 in 12 — del Co. Antonio Zaniboni, Bolognese.",Tiridate,,,Unknown,,Bologna,Costantino Pisarri,1723,12,False,True
4811,"TIRINTO. Dramma Musicale recitato la prima volta nel Palazzo del Signor Principe Farnese, e poi in Siena l'anno 1673 sotto gli auspizi delle Illustrissime ed Eccellentissime Signore D. Verginia, e D. Olimpia Chigi, e ad esse dedicato dagli Accademici del Tirinto. — in Siena. senza Stampatore, 1673 in 12 — d'Incerto Autore.",Tirinto,,Unknown,Dramma Musicale,,Siena,Unknown,1673,12,False,False
4812,"TIRINTO. Favola Pastorale recitata l'anno 1607 in Bologna dagli Accademici Selvaggi. — in Bologna, per Bellagata. senz'anno, in 12 — di Giovanni Capponi, Porretano, Accademico Selvaggio.",Tirinto,,Giovanni Capponi,Favola Pastorale,,Bologna,Bellagata,Unknown,12,False,False
4813,"TIRRENO. Pastorale. — in Verona, senza Stampatore, 1589 in 8 — ed ivi, per Giambatista Pigozzi. 1601 in 12 — di Giambatista Pona, Veronese.",Tirreno,,Giambatista Pona,Pastorale,,Verona,Unknown,1589,8,False,False
4814,"TIRSI. Dramma Pastorale rappresentato nel Teatro di San Salvatore di Venezia nell'Autunno dell'anno 1696 in Venezia, per il Niccolini, 1696 in 12 — Poesia di Apostolo Zeno, Veneziano. — Musica di tre Maestri, cioè, l'Atto primo di Antonio Lotti, Veneziano. — il secondo di Antonio Caldara, Veneziano. — il terzo del P. Attilio Ariosti, Bolognese, dell'Ordine de' Servi.",Tirsi,,Apostolo Zeno,Dramma Pastorale,,Venezia,Francesco Niccolini,1696,12,True,False
4815,"TIRSI. Egloga Boschereccia Tragicomica, nella quale, oltre le Allegorie poste nel fine dell'Opera, vi sono anche interposti gli Argomenti, ovvero Sommarj a ciascun Atto, ed altre cose notabili, con l'intervento di un' Eco doppia: cosa non meno piacevole che morale, ed accomodata ad ogni stato di persone. in Trevigi, per Evangelista Deuchino. 1600 in 8 — di Gio. Paolo Trapolini, Padovano.",Tirsi,,Gio. Paolo Trapolini,Egloga Boschereccia,,Trevigi,sone,1600,8,False,False
4816,"TIRSI. Egloga Pastorale. — in Venezia, per i Figli d'Aldo, 1553 in 8 — di Baldassarre Castiglione, e di Cesare Gonzaga.",Tirsi,,Baldassarre Castiglione,Egloga Pastorale,,Venezia,i Figli d'Aldo,1553,8,False,False
4817,"TIRSI. Egloga Pastorale. — in Macerata, per Sebastiano Marcellini. 1606 in 12 — di Remigio Nannini, Fiorentino.",Tirsi,,Remigio Nannini,Egloga Pastorale,,Macerata,Sebastiano Marcellini,1606,12,False,False
4818,"TIRSI. Favola Boschereccia, — in Venezia. senza Stampatore. 1618 in 12 — del Cangiato Accademico Unanime di Salò.",Tirsi,,,Unknown,,Venezia,Unknown,1618,12,False,False
4819,"TIRSI COSTANTE. Favola Boschereccia. — in Milano, presso Gio. Giacomo Como, e Giambatista Alzato, 1605 in 12 — Poesia di Luca Pastrovicchi.",Tirsi Costante,,Luca Pastrovicchi.,Favola Boschereccia,,Milano,Giacomo Como,1605,12,False,False
4820,"TIRSI, E CLORI. Commedia. — in Venezia, per Pietro Farri. 1621 in 12 — di Giambatista Mancinelli, Ascolano dal Monte Santo.","Tirsi, E Clori",,Giambatista Mancinelli,Commedia,,Venezia,Pietro Farri,1621,12,False,False
4821,"TIRSI MENTITO. Favola Pastorale. — in Venezia, per Angiolo Salvadori. 1629 in 12 — di Francesco Battistella.",Tirsi Mentito,,Francesco Battistella.,Favola Pastorale,,Venezia,Angiolo Salvadori,1629,12,False,False
4822,"TISBE. Trattenimento per Musica rappresentato nel Teatro Malvezzi di Ferrara l'anno 1697 — in Bologna, per l'Erede del Benacci, 1697 in 16 — d'Incerto Autore. — Questo è un Componimento fatto in poche ore, per relazione del mio Sign. Arciprete Baruffaldi.",Tisbe,,Unknown,Unknown,,Bologna,l'Erede del Benacci,1697,16,False,False
4823,"TITA. Commedia Rusticale alla Sanese. — in Siena, senza Stampatore, 1631 in 8 — d'Incerto Autore.",Tita,,Unknown,Commedia Rusticale,,Siena,Unknown,1631,8,False,False
4824,"ITITA. Egloga Rusticale (in terzine). in Siena, alla Loggia del Papa. 1583 in 8 — del Desioso della Congrega degl'Insipidi, aggregata a quella de' Rozzi di Siena, del quale non si sa il nome.",Itita,,,Egloga Rusticale,,Siena,,1583,8,False,False
4825,"TITO. Dramma recitato nel Teatro de' SS. Gio. e Paolo di Venezia l'anno 1666 — in Venezia, per Stefano Curti. 1666 in 12 — Poesia del Co. Niccolò Beregani, Patrizio Veneto. Musica del P. Marc'Antonio Cesti, d'Arezzo, Min. Convent.",Tito,,Niccolò Beregani,Dramma,,Venezia,Stefano Curti,1666,12,False,False
4826,"TITO CONVERTITO. Rappresentazione Spirituale. — in Parma, per Anteo Viotti. 1617. in 12 — di Antonio Maria Prati, Autore anche degl'Intermedj.",Tito Convertito,,Antonio Maria Prati,Rappresentazione Spirituale,,Parma,Anteo Viotti,1617,12,False,False
4827,"TITO, E BERENICE. Dramma per Musica rappresentato nella Sala del Signori Capranica in Roma nel Carnevale dell'anno 17142 — in Roma per il Bernabò. 1714 in 12 — Poesia di Carlo Sigismondo Capece, Romano. — Musica di Antonio Caldara, Veneziano.","Tito, E Berenice",,Carlo Sigismondo Capece,Unknown,,Roma,Bernabò,1714,12,True,False
4828,"TITO MANLIO. Dramma recitato nel Teatro di S. Gio. Grisostomo di Venezia l'anno 1697 — in Venezia, per il Niccolini. 1697 in 12 — Poesia di Matteo Noris, Veneziano — Musica di Carlo Francosco Pollaroli, Bresciano. — Sentitosi poco prima a Pratolino. — Replicato nello stesso Teatro l'anno 1698, con qualche mutazione. — in Venezia, per il Niccolini. 1698 in 12 — Musica del suddetto Pollaroli. — Nel Teatro di Verona l'anno 1699 in Verona, per li Merli. 1699 in 12 — L'anno 1707 nella Città di Bologna. — Musica del medesimo Pollaroli. — E poi l'anno 1720 nell'antico Teatro della Pace di Roma, dedicato alla Nobiltà Romana, con altre mutazioni sensibili in Roma, nella Stamperia di Antonio de' Rossi, 1720 in 12.",Tito Manlio,,Matteo Noris,Dramma,,Venezia,Francesco Niccolini,1697,12,True,False
4829,"TITO MANLIO. Tragedia (in prosa). — in Bologna, per Costantino Pisarri. 1707 in 12 — di Luigi Riccoboni, Modonese, detto Lelio Comico.",Tito Manlio,,Luigi Riccoboni,Tragedia,prose,Bologna,Costantino Pisarri,1707,12,False,False
4830,"TITO SEMPRONIO GRACCO. Dramma per Musica recitato nel Teatro di San Bartolommeo di Napoli nell'anno 1725 — in Napoli, per Francesco Ricciardo Stampatore di S. Em. il Sig. Vicerè, 1725 in 8 — Poesia di Silvio Stampigliai, Romano. — Musica di Domenico Sarro, Napoletano.",Tito Sempronio Gracco,,Silvio Stampigliai,Unknown,,Napoli,Francesco Ricciardo Stampatore di S,1725,8,True,False
4831,"TITOLO POSTO SOPRA LA CROCE DI CRISTO. Rappresentazione Sacra al Santissimo Sepolcro nella Cesarea Cappella della S. C. R. M. della Imperadrice Eleonora, la Sera del Giovedi Santo dell'anno 1679. in Vienna d'Austria, per Gio. Cristoforo Cosmerovio, 1679 1 in 14 — d'Incerto Autore.",Titolo Posto Sopra La Croce Di Cristo,,Unknown,Rappresentazione Sacra,,Vienna,Cristoforo Cosmerovio,1679,14,False,False
4832,"TITONE. Dramma recitato nel Teatro di S. Cassiano di Venezia l'anno 1645 — in Venezia, per Francesco Valvasense. 1645 in 12 — Poesia di Giovanni Faustini, Veneziano. — Musica di Francesco Cavalli, Veneziano.",Titone,,Giovanni Faustini,Dramma,,Venezia,Francesco Valvasense,1645,12,True,False
4833,"TOBIA. Azione Sacra cantata nella Imperial Cappella di Vienna l'anno 1720 — in Vienna d'Austria, per Gio. Pietro Van Ghelen. 1720 in 4 ed in Venezia, per Cristoforo Zane. 1735 in 4, con tutte le altre dell'Autore, — di Apostolo Zeno, Veneziano. — Musica di Antonio Caldara, Veneziano.",Tobia,,Apostolo Zeno,Unknown,,Vienna,Pietro Van,1720,4,True,False
4834,"TOBIA. Dramma per Musica. — in Bologna, per Giacomo Monti. 1648 in 12 — di Domenico Geri.",Tobia,,Domenico Geri.,Dramma,,Bologna,Giacomo Monti,1648,12,False,False
4835,"TOBIA, ridotto in Atti recitabili. — in Viterbo, per Agostino Discepolo. 1629 in 4, insieme colle Rime spirituali dell'Autore. — di Gio. Vittorio de' Rossi.","Tobia, Ridotto In Atti Recitabili",,Gio. Vittorio de Rossi.,Unknown,,Atti,Agostino Discepolo,1629,4,False,False
4836,"TOBIA AVVENTURATO, ridotto in Atti Scenici (in prosa). — in Viterbo senza Stampatore, 1609 in 12 — di Francesco Mico, da Cività Castellana.","Tobia Avventurato, Ridotto In Atti Scenici (In Prosa)",,Francesco Mico,Unknown,prose,Atti,Unknown,1609,12,False,False
4837,"TOBIA, CHE SEPPELLISCE GLI ESTINT1 Dialogo. — in Palermo, per Agostino Epiro, 1702 in 4. e in 8. — di Gioachino Bona, e Fardella, di Palermo.","Tobia, Che Seppellisce Gli Estint1 Dialogo",,Gioachino Bona,Unknown,,Palermo,Agostino Epiro,1702,4,False,False
4838,"TOGNA. Commedia Rusticale recitata nella Villa di Fossolo. — in Bologna, per Giacomo Monti. 1654 in 8 — del Timido Accademico Dubbioso.",Togna,,,Commedia Rusticale,,Bologna,Giacomo Monti,1654,8,False,False
4839,"TOGNIN DEL CRESTA, che per i suoi bisogni impegnò la Moglie. Egloga Rusticale (in terzine). — in Siena, per Francesco. Bindi. 1544 e 1549 in 8 — e senza luogo, Stampatore, ed anno. in 8, ove à detta. Egloga Rusticale, — di Pier Antonio Legazzi, Sanese.","Tognin Del Cresta, Che Per I Suoi Bisogni Impegnò La Moglie",,Pier Antonio Legazzi,Egloga Rusticale,,Unknown,Unknown,Unknown,8,False,False
4840,"TOLLERARE PER VINCERE. Tragicommedia per la Nascita di S. Bartolommeo Apostolo. — in Napoli, per Francesco Mollo. 1692 in 12 — del Dottor Pietro Piperni, Beneventano.",Tollerare Per Vincere,,,Tragicommedia,,Napoli,VINCERE,1692,12,False,False
4841,"TOLOMMEO. Dramma rappresentato dagli Accademici Imperturbabili di Venezia nel Teatro di Sant'Apollinare l'anno 1658. — in Venezia, per il Valvasense. 1658 in 12 — d'Incerto Autore. Non ebbe però di Musica se non il Prologo, e gl'Intermedj.",Tolommeo,,Unknown,Dramma,,Venezia,Valvasense,1658,12,False,False
4842,"TOMBA D'ULISSE, ovvero, lo Scuoprimento d'Achille. Tragicommedia. in Roma, per Andrea Fei. 1641 in 8 — di Giulio Antonio Ridolfi, di Fiorenza.","Tomba D'Ulisse,",", Lo Scuoprimento D'Achille",Giulio Antonio Ridolfi,Tragicommedia,,Roma,Andrea Fei,1641,8,False,False
4843,"TOMIRI. Dramma rappresentato nel Teatro di S. Cassiano di Venezia, l'anno 1680 — in Venezia, per Francesco Batti. 1680 in 12 — Poesia di Antonio Medolago, Fiorentino. — Musica di D. Angiolo Vitali, Modonese.",Tomiri,,Antonio Medolago,Dramma,,Venezia,Francesco Batti,1680,12,True,False
4844,"TOMIRI. Tragedia, — in Napoli, per Gio. Giacomo Carlino, e Costantino Vitale. 1607 in 4 — di Angiolo Ingegneri, Veneziano.",Tomiri,,Angiolo Ingegneri,Unknown,,Napoli,Giacomo Carlino,1607,4,False,False
4845,"TOMIRI AMANTE INIMICA. Dramma rappresentato nel Teatro dell'Accademia di Brescia l'anno 1716in Brescia, per Giammaria Rizzardi. 1716 in 12 — d'Incerto.",Tomiri Amante Inimica,,Unknown,Dramma,,Brescia,Giammaria Rizzardi,1716,12,False,False
4846,"TOMIRI IN SIRIA. Opera Regia (in prosa). — in Bologna, per Giacomo Monti. 1674 in 12 — del Cav. Biagio Brina.",Tomiri In Siria,,,Opera Regia,prose,Bologna,Giacomo Monti,1674,12,False,False
4847,"TOMMASO APOSTOLO (S.) Rappresentazione, — in Firenze l'anno di Nostro Signore. 1554 in 4 — di Mess. Castellano Castellani.",Tommaso Apostolo (S,,Mess. Castellano Castellani.,1554 in,,Firenze,,1554,4,False,False
4848,"TOMMASO D'AQUINO TRIONFANTE (S.). Tragedia. — in Palermo, per Decio Cirillo. 1641 in 12 — di Fra Matteo Anna, di Ceffalù, Domenicano.",Tommaso D'Aquino Trionfante (S,,Fra Matteo Anna,Tragedia,,Palermo,Decio Cirillo,1641,12,False,False
4849,"TOMMASO IN CANTURBIA. Tragedia Sacra, — in Palermo, per Decio Cirillo 1648 in 12 — di Ortensio Scamacca, Siciliano, della Compagnia di Gesù.",Tommaso In Canturbia,,Ortensio Scamacca,Unknown,,Palermo,Decio Cirillo 1648 in 12 — di Ortensio Scamacca,1648,12,False,False
4850,"TOMMASO IN LONDRA. Tragedia Sacra, — in Palermo, per Decio Cirillo. 1648 in 12 — di Ortensio Scamacca, Siciliano, della Compagnia di Gesù.",Tommaso In Londra,,Ortensio Scamacca,Unknown,,Palermo,Decio Cirillo,1648,12,False,False
4851,"TOMMASO MORO. Oratorio (a sette voci) recitato nella Chiesa del Pio Ospitale di San Lazzero (detto de Mendicanti) di Venezia l'anno 1688 in Venezia, per Antonio Bosio. 1688 in 4 — del Dott. Giambatista Neri, Bolognese.",Tommaso Moro,,,Oratorio,,Venezia,Antonio Bosio,1688,4,False,False
4852,"TOMMASO MORO. Opera Scenica (in prosa) rappresentata nel Seminario di Lucca. — in Bologna, per il Longhi. senz'anno, in 12 — di Jacopo Rossi.",Tommaso Moro,,Jacopo Rossi.,Opera Scenica,prose,Bologna,Longhi,Unknown,12,False,False
